section,date,away,home,status,conviction_pct,away_sp_name,home_sp_name,away_sp_fip,home_sp_fip,away_sp_factor,home_sp_factor,away_bp_factor,home_bp_factor,away_runs_proj,home_runs_proj,away_win_prob,home_win_prob,ml_pick,model_prob,fair_odds_dec,market_odds_dec,market_odds_american,book,edge_pct,kelly_pct,kelly_advice,status_reason,away_score,home_score,ml_winner
backfill,2026-04-12,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,1,6,SEA
backfill,2026-04-12,TEX,LAD,,,,,,,,,,,,,,,,,,,,,,,,,5,2,TEX
backfill,2026-04-12,CLE,ATL,,,,,,,,,,,,,,,,,,,,,,,,,1,13,ATL
backfill,2026-04-11,AZ,PHI,,,,,,,,,,,,,,,,,,,,,,,,,3,4,PHI
backfill,2026-04-11,MIA,DET,,,,,,,,,,,,,,,,,,,,,,,,,1,6,DET
backfill,2026-04-11,PIT,CHC,,,,,,,,,,,,,,,,,,,,,,,,,4,3,PIT
backfill,2026-04-11,MIN,TOR,,,,,,,,,,,,,,,,,,,,,,,,,7,4,MIN
backfill,2026-04-11,LAA,CIN,,,,,,,,,,,,,,,,,,,,,,,,,3,7,CIN
backfill,2026-04-11,ATH,NYM,,,,,,,,,,,,,,,,,,,,,,,,,11,6,ATH
backfill,2026-04-11,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,0,2,KC
backfill,2026-04-11,NYY,TB,,,,,,,,,,,,,,,,,,,,,,,,,4,5,TB
backfill,2026-04-11,WSH,MIL,,,,,,,,,,,,,,,,,,,,,,,,,3,1,WSH
backfill,2026-04-11,SF,BAL,,,,,,,,,,,,,,,,,,,,,,,,,2,6,BAL
backfill,2026-04-11,BOS,STL,,,,,,,,,,,,,,,,,,,,,,,,,7,1,BOS
backfill,2026-04-11,CLE,ATL,,,,,,,,,,,,,,,,,,,,,,,,,6,0,CLE
backfill,2026-04-11,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,5,9,SD
backfill,2026-04-11,TEX,LAD,,,,,,,,,,,,,,,,,,,,,,,,,3,6,LAD
backfill,2026-04-11,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,7,8,SEA
backfill,2026-04-10,PIT,CHC,,,,,,,,,,,,,,,,,,,,,,,,,2,0,PIT
backfill,2026-04-10,AZ,PHI,,,,,,,,,,,,,,,,,,,,,,,,,5,4,AZ
backfill,2026-04-10,MIA,DET,,,,,,,,,,,,,,,,,,,,,,,,,0,2,DET
backfill,2026-04-10,LAA,CIN,,,,,,,,,,,,,,,,,,,,,,,,,10,2,LAA
backfill,2026-04-10,MIN,TOR,,,,,,,,,,,,,,,,,,,,,,,,,4,10,TOR
backfill,2026-04-10,ATH,NYM,,,,,,,,,,,,,,,,,,,,,,,,,4,0,ATH
backfill,2026-04-10,NYY,TB,,,,,,,,,,,,,,,,,,,,,,,,,3,5,TB
backfill,2026-04-10,SF,BAL,,,,,,,,,,,,,,,,,,,,,,,,,6,3,SF
backfill,2026-04-10,CLE,ATL,,,,,,,,,,,,,,,,,,,,,,,,,5,11,ATL
backfill,2026-04-10,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,0,2,KC
backfill,2026-04-10,WSH,MIL,,,,,,,,,,,,,,,,,,,,,,,,,7,3,WSH
backfill,2026-04-10,BOS,STL,,,,,,,,,,,,,,,,,,,,,,,,,2,3,STL
backfill,2026-04-10,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,2,5,SD
backfill,2026-04-10,HOU,SEA,,,,,,,,,,,,,,,,,,,,,,,,,6,9,SEA
backfill,2026-04-10,TEX,LAD,,,,,,,,,,,,,,,,,,,,,,,,,7,8,LAD
backfill,2026-04-09,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,1,8,MIA
backfill,2026-04-09,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,1,0,ATH
backfill,2026-04-09,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,1,3,MIN
backfill,2026-04-09,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,7,1,AZ
backfill,2026-04-09,CWS,KC,,,,,,,,,,,,,,,,,,,,,,,,,2,0,CWS
backfill,2026-04-09,COL,SD,,,,,,,,,,,,,,,,,,,,,,,,,3,7,SD
backfill,2026-04-08,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,8,2,SD
backfill,2026-04-08,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,2,10,CLE
backfill,2026-04-08,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,0,5,BOS
backfill,2026-04-08,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,5,3,BAL
backfill,2026-04-08,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,0,3,TEX
backfill,2026-04-08,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,3,4,TOR
backfill,2026-04-08,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,1,9,COL
backfill,2026-04-08,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,0,5,SF
backfill,2026-04-08,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,6,1,STL
backfill,2026-04-08,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,8,2,ATL
backfill,2026-04-08,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,7,2,AZ
backfill,2026-04-08,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,6,2,CHC
backfill,2026-04-08,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,4,7,MIA
backfill,2026-04-08,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,3,2,ATH
backfill,2026-04-08,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,6,8,MIN
backfill,2026-04-07,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,1,2,CLE
backfill,2026-04-07,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,4,2,BAL
backfill,2026-04-07,AZ,NYM,,,,,,,,,,,,,,,,,,,,,,,,,3,4,NYM
backfill,2026-04-07,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,1,7,PIT
backfill,2026-04-07,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,9,2,CHC
backfill,2026-04-07,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,6,3,CIN
backfill,2026-04-07,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,7,6,STL
backfill,2026-04-07,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,2,3,BOS
backfill,2026-04-07,ATH,NYY,,,,,,,,,,,,,,,,,,,,,,,,,3,5,NYY
backfill,2026-04-07,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,4,1,LAD
backfill,2026-04-07,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,2,4,MIN
backfill,2026-04-07,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,2,3,TEX
backfill,2026-04-07,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,1,5,COL
backfill,2026-04-07,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,7,2,ATL
backfill,2026-04-07,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,0,6,SF
backfill,2026-04-06,CHC,TB,,,,,,,,,,,,,,,,,,,,,,,,,4,6,TB
backfill,2026-04-06,KC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,4,2,KC
backfill,2026-04-06,SD,PIT,,,,,,,,,,,,,,,,,,,,,,,,,5,0,SD
backfill,2026-04-06,CIN,MIA,,,,,,,,,,,,,,,,,,,,,,,,,2,0,CIN
backfill,2026-04-06,STL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,6,9,WSH
backfill,2026-04-06,MIL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,8,6,MIL
backfill,2026-04-06,LAD,TOR,,,,,,,,,,,,,,,,,,,,,,,,,14,2,LAD
backfill,2026-04-06,DET,MIN,,,,,,,,,,,,,,,,,,,,,,,,,3,7,MIN
backfill,2026-04-06,BAL,CWS,,,,,,,,,,,,,,,,,,,,,,,,,2,1,BAL
backfill,2026-04-06,SEA,TEX,,,,,,,,,,,,,,,,,,,,,,,,,1,2,TEX
backfill,2026-04-06,HOU,COL,,,,,,,,,,,,,,,,,,,,,,,,,7,9,COL
backfill,2026-04-06,ATL,LAA,,,,,,,,,,,,,,,,,,,,,,,,,2,6,LAA
backfill,2026-04-06,PHI,SF,,,,,,,,,,,,,,,,,,,,,,,,,6,4,PHI
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,1,0,CHC
backfill,2026-04-05,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,5,6,CLE
backfill,2026-04-05,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,8,6,LAD
backfill,2026-04-05,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,2,8,PIT
backfill,2026-04-05,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,8,6,SD
backfill,2026-04-05,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,7,6,MIA
backfill,2026-04-05,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,4,1,TB
backfill,2026-04-05,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,0,3,CWS
backfill,2026-04-05,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,8,5,MIL
backfill,2026-04-05,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,2,1,CIN
backfill,2026-04-05,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,1,4,COL
backfill,2026-04-05,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,10,12,ATH
backfill,2026-04-05,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,5,2,NYM
backfill,2026-04-05,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,7,8,LAA
backfill,2026-04-05,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,5,6,AZ
backfill,2026-04-05,STL,DET,,,,,,,,,,,,,,,,,,,,,,,,,5,3,STL
backfill,2026-04-04,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,3,6,CWS
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,5,2,MIL
backfill,2026-04-04,MIL,KC,,,,,,,,,,,,,,,,,,,,,,,,,2,8,KC
backfill,2026-04-04,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,10,5,LAD
backfill,2026-04-04,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,11,0,HOU
backfill,2026-04-04,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,2,3,PIT
backfill,2026-04-04,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,3,2,SD
backfill,2026-04-04,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,2,0,CIN
backfill,2026-04-04,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,7,9,NYY
backfill,2026-04-04,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,7,1,TB
backfill,2026-04-04,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,1,2,AZ
backfill,2026-04-04,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,2,1,PHI
backfill,2026-04-04,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,9,0,NYM
backfill,2026-04-04,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,0,1,LAA
backfill,2026-04-03,LAD,WSH,,,,,,,,,,,,,,,,,,,,,,,,,13,6,LAD
backfill,2026-04-03,STL,DET,,,,,,,,,,,,,,,,,,,,,,,,,0,4,DET
backfill,2026-04-03,MIA,NYY,,,,,,,,,,,,,,,,,,,,,,,,,2,8,NYY
backfill,2026-04-03,SD,BOS,,,,,,,,,,,,,,,,,,,,,,,,,2,5,BOS
backfill,2026-04-03,TOR,CWS,,,,,,,,,,,,,,,,,,,,,,,,,4,5,CWS
backfill,2026-04-03,CIN,TEX,,,,,,,,,,,,,,,,,,,,,,,,,5,3,CIN
backfill,2026-04-03,CHC,CLE,,,,,,,,,,,,,,,,,,,,,,,,,1,4,CLE
backfill,2026-04-03,TB,MIN,,,,,,,,,,,,,,,,,,,,,,,,,4,10,MIN
backfill,2026-04-03,PHI,COL,,,,,,,,,,,,,,,,,,,,,,,,,10,1,PHI
backfill,2026-04-03,BAL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,4,5,PIT
backfill,2026-04-03,SEA,LAA,,,,,,,,,,,,,,,,,,,,,,,,,3,1,SEA
backfill,2026-04-03,HOU,ATH,,,,,,,,,,,,,,,,,,,,,,,,,4,11,ATH
backfill,2026-04-03,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,2,0,ATL
backfill,2026-04-03,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,10,3,NYM
backfill,2026-04-02,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,5,1,MIN
backfill,2026-04-02,ATL,AZ,,,,,,,,,,,,,,,,,,,,,,,,,17,2,ATL
backfill,2026-04-02,NYM,SF,,,,,,,,,,,,,,,,,,,,,,,,,2,7,SF
backfill,2026-04-01,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,1,5,ATL
backfill,2026-04-01,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,3,8,BAL
backfill,2026-04-01,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,8,3,PIT
backfill,2026-04-01,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,5,6,PHI
backfill,2026-04-01,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,2,1,COL
backfill,2026-04-01,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,0,10,MIA
backfill,2026-04-01,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,1,2,STL
backfill,2026-04-01,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,2,8,MIL
backfill,2026-04-01,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,,,,4,6,HOU
backfill,2026-04-01,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,2,6,CHC
backfill,2026-04-01,DET,AZ,,,,,,,,,,,,,,,,,,,,,,,,,0,1,AZ
backfill,2026-04-01,SF,SD,,,,,,,,,,,,,,,,,,,,,,,,,1,7,SD
backfill,2026-04-01,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,,,,5,3,NYY
backfill,2026-04-01,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,9,13,KC
backfill,2026-04-01,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,,,,4,1,CLE
backfill,2026-03-31,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,8,5,TEX
backfill,2026-03-31,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,8,3,PIT
backfill,2026-03-31,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,2,3,PHI
backfill,2026-03-31,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,2,9,MIA
backfill,2026-03-31,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,1,5,TOR
backfill,2026-03-31,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,5,2,ATH
backfill,2026-03-31,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,2,0,LAA
backfill,2026-03-31,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,2,6,MIL
backfill,2026-03-31,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,0,3,STL
backfill,2026-03-31,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,,,,2,9,HOU
backfill,2026-03-31,DET,AZ,,,,,,,,,,,,,,,,,,,,,,,,,5,7,AZ
backfill,2026-03-31,SF,SD,,,,,,,,,,,,,,,,,,,,,,,,,9,3,SF
backfill,2026-03-31,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,,,,5,0,NYY
backfill,2026-03-31,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,,,,1,4,LAD
backfill,2026-03-30,MIN,KC,,,,,,,,,,,,,,,,,,,,,,,,,1,3,KC
backfill,2026-03-30,TEX,BAL,,,,,,,,,,,,,,,,,,,,,,,,,5,2,TEX
backfill,2026-03-30,PIT,CIN,,,,,,,,,,,,,,,,,,,,,,,,,0,2,CIN
backfill,2026-03-30,WSH,PHI,,,,,,,,,,,,,,,,,,,,,,,,,13,2,WSH
backfill,2026-03-30,CWS,MIA,,,,,,,,,,,,,,,,,,,,,,,,,9,4,CWS
backfill,2026-03-30,COL,TOR,,,,,,,,,,,,,,,,,,,,,,,,,14,5,COL
backfill,2026-03-30,ATH,ATL,,,,,,,,,,,,,,,,,,,,,,,,,0,4,ATL
backfill,2026-03-30,LAA,CHC,,,,,,,,,,,,,,,,,,,,,,,,,2,7,CHC
backfill,2026-03-30,TB,MIL,,,,,,,,,,,,,,,,,,,,,,,,,3,2,TB
backfill,2026-03-30,NYM,STL,,,,,,,,,,,,,,,,,,,,,,,,,4,2,NYM
backfill,2026-03-30,BOS,HOU,,,,,,,,,,,,,,,,,,,,,,,,,1,8,HOU
backfill,2026-03-30,SF,SD,,,,,,,,,,,,,,,,,,,,,,,,,3,2,SF
backfill,2026-03-30,NYY,SEA,,,,,,,,,,,,,,,,,,,,,,,,,1,2,SEA
backfill,2026-03-30,DET,AZ,,,,,,,,,,,,,,,,,,,,,,,,,6,9,AZ
backfill,2026-03-30,CLE,LAD,,,,,,,,,,,,,,,,,,,,,,,,,4,2,CLE
backfill,2026-03-29,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,,,,6,8,BAL
backfill,2026-03-29,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,,,,8,3,TEX
backfill,2026-03-29,KC,ATL,,,,,,,,,,,,,,,,,,,,,,,,,4,1,KC
backfill,2026-03-29,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,,,,2,5,TOR
backfill,2026-03-29,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,,,,2,3,CIN
backfill,2026-03-29,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,,,,4,3,PIT
backfill,2026-03-29,COL,MIA,,,,,,,,,,,,,,,,,,,,,,,,,3,4,MIA
backfill,2026-03-29,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,7,9,HOU
backfill,2026-03-29,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,,,,7,9,MIL
backfill,2026-03-29,TB,STL,,,,,,,,,,,,,,,,,,,,,,,,,11,7,TB
backfill,2026-03-29,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,,,,6,3,WSH
backfill,2026-03-29,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,0,8,SEA
backfill,2026-03-28,TB,STL,,,,,,,,,,,,,,,,,,,,,,,,,5,6,STL
backfill,2026-03-28,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,,,,2,10,CHC
backfill,2026-03-28,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,,,,7,8,TOR
backfill,2026-03-28,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,,,,4,1,MIN
backfill,2026-03-28,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,,,,5,4,TEX
backfill,2026-03-28,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,,,,5,6,CIN
backfill,2026-03-28,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,,,,2,4,NYM
backfill,2026-03-28,COL,MIA,,,,,,,,,,,,,,,,,,,,,,,,,3,4,MIA
backfill,2026-03-28,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,9,11,HOU
backfill,2026-03-28,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,,,,1,6,MIL
backfill,2026-03-28,KC,ATL,,,,,,,,,,,,,,,,,,,,,,,,,2,6,ATL
backfill,2026-03-28,NYY,SF,,,,,,,,,,,,,,,,,,,,,,,,,3,1,NYY
backfill,2026-03-28,DET,SD,,,,,,,,,,,,,,,,,,,,,,,,,0,3,SD
backfill,2026-03-28,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,,,,2,3,LAD
backfill,2026-03-28,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,6,5,CLE
backfill,2026-03-27,NYY,SF,,,,,,,,,,,,,,,,,,,,,,,,,3,0,NYY
backfill,2026-03-27,ATH,TOR,,,,,,,,,,,,,,,,,,,,,,,,,2,3,TOR
backfill,2026-03-27,COL,MIA,,,,,,,,,,,,,,,,,,,,,,,,,1,2,MIA
backfill,2026-03-27,KC,ATL,,,,,,,,,,,,,,,,,,,,,,,,,0,6,ATL
backfill,2026-03-27,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,6,2,LAA
backfill,2026-03-27,DET,SD,,,,,,,,,,,,,,,,,,,,,,,,,5,2,DET
backfill,2026-03-27,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,1,5,SEA
backfill,2026-03-27,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,,,,4,5,LAD
backfill,2026-03-26,PIT,NYM,,,,,,,,,,,,,,,,,,,,,,,,,7,11,NYM
backfill,2026-03-26,CWS,MIL,,,,,,,,,,,,,,,,,,,,,,,,,2,14,MIL
backfill,2026-03-26,WSH,CHC,,,,,,,,,,,,,,,,,,,,,,,,,10,4,WSH
backfill,2026-03-26,MIN,BAL,,,,,,,,,,,,,,,,,,,,,,,,,1,2,BAL
backfill,2026-03-26,BOS,CIN,,,,,,,,,,,,,,,,,,,,,,,,,3,0,BOS
backfill,2026-03-26,LAA,HOU,,,,,,,,,,,,,,,,,,,,,,,,,3,0,LAA
backfill,2026-03-26,DET,SD,,,,,,,,,,,,,,,,,,,,,,,,,8,2,DET
backfill,2026-03-26,TB,STL,,,,,,,,,,,,,,,,,,,,,,,,,7,9,STL
backfill,2026-03-26,TEX,PHI,,,,,,,,,,,,,,,,,,,,,,,,,3,5,PHI
backfill,2026-03-26,AZ,LAD,,,,,,,,,,,,,,,,,,,,,,,,,2,8,LAD
backfill,2026-03-26,CLE,SEA,,,,,,,,,,,,,,,,,,,,,,,,,6,4,CLE
backfill,2026-03-25,NYY,SF,,,,,,,,,,,,,,,,,,,,,,,,,7,0,NYY
backfill,2026-03-24,TB,ATL,,,,,,,,,,,,,,,,,,,,,,,,,2,3,ATL
backfill,2026-03-24,BOS,MIN,,,,,,,,,,,,,,,,,,,,,,,,,6,15,MIN
backfill,2026-03-24,KC,TEX,,,,,,,,,,,,,,,,,,,,,,,,,1,4,TEX
backfill,2026-03-24,NYY,CHC,,,,,,,,,,,,,,,,,,,,,,,,,8,3,NYY
backfill,2026-03-24,DET,COL,,,,,,,,,,,,,,,,,,,,,,,,,11,8,DET
backfill,2026-03-24,CLE,AZ,,,,,,,,,,,,,,,,,,,,,,,,,10,5,CLE
backfill,2026-03-24,CIN,MIL,,,,,,,,,,,,,,,,,,,,,,,,,1,4,MIL
backfill,2026-03-24,LAA,LAD,,,,,,,,,,,,,,,,,,,,,,,,,3,0,LAA
backfill,2026-03-24,5434,HOU,,,,,,,,,,,,,,,,,,,,,,,,,5,6,HOU
backfill,2026-03-24,562,SF,,,,,,,,,,,,,,,,,,,,,,,,,2,8,SF
backfill,2026-03-23,TB,PHI,,,,,,,,,,,,,,,,,,,,,,,,,7,0,TB
backfill,2026-03-23,BAL,WSH,,,,,,,,,,,,,,,,,,,,,,,,,2,0,BAL
backfill,2026-03-23,MIN,BOS,,,,,,,,,,,,,,,,,,,,,,,,,9,6,MIN
backfill,2026-03-23,ATL,PIT,,,,,,,,,,,,,,,,,,,,,,,,,5,2,ATL
backfill,2026-03-23,CWS,ATH,,,,,,,,,,,,,,,,,,,,,,,,,9,10,ATH
backfill,2026-03-23,NYY,CHC,,,,,,,,,,,,,,,,,,,,,,,,,6,15,CHC
backfill,2026-03-23,SEA,SD,,,,,,,,,,,,,,,,,,,,,,,,,3,10,SD
backfill,2026-03-23,STL,440,,,,,,,,,,,,,,,,,,,,,,,,,3,2,STL
backfill,2026-03-23,CIN,MIL,,,,,,,,,,,,,,,,,,,,,,,,,1,9,MIL
backfill,2026-03-23,KC,TEX,,,,,,,,,,,,,,,,,,,,,,,,,2,3,TEX
backfill,2026-03-23,DET,COL,,,,,,,,,,,,,,,,,,,,,,,,,5,6,COL
backfill,2026-03-23,LAA,LAD,,,,,,,,,,,,,,,,,,,,,,,,,7,7,LAD
backfill,2026-03-23,CLE,AZ,,,,,,,,,,,,,,,,,,,,,,,,,7,0,CLE
backfill,2026-03-23,562,SF,,,,,,,,,,,,,,,,,,,,,,,,,2,10,SF
backfill,2026-03-22,STL,HOU,,,,,,,,,,,,,,,,,,,,,,,,,3,2,STL
backfill,2026-03-22,BOS,PIT,,,,,,,,,,,,,,,,,,,,,,,,,6,3,BOS
backfill,2026-03-22,ATL,MIN,,,,,,,,,,,,,,,,,,,,,,,,,3,7,MIN
backfill,2026-03-22,PHI,NYY,,,,,,,,,,,,,,,,,,,,,,,,,2,6,NYY
backfill,2026-03-22,TB,TOR,,,,,,,,,,,,,,,,,,,,,,,,,1,14,TOR
backfill,2026-03-22,NYM,MIA,,,,,,,,,,,,,,,,,,,,,,,,,3,4,MIA
backfill,2026-03-22,WSH,BAL,,,,,,,,,,,,,,,,,,,,,,,,,1,8,BAL
backfill,2026-03-22,CIN,CLE,,,,,,,,,,,,,,,,,,,,,,,,,2,8,CLE
backfill,2026-03-22,MIL,CHC,,,,,,,,,,,,,,,,,,,,,,,,,0,12,CHC
backfill,2026-03-22,ATH,COL,,,,,,,,,,,,,,,,,,,,,,,,,5,6,COL
backfill,2026-03-22,SF,105,,,,,,,,,,,,,,,,,,,,,,,,,1,2,105
backfill,2026-03-22,SEA,CWS,,,,,,,,,,,,,,,,,,,,,,,,,4,2,SEA
backfill,2026-03-22,LAD,LAA,,,,,,,,,,,,,,,,,,,,,,,,,13,5,LAD
backfill,2026-03-22,AZ,SD,,,,,,,,,,,,,,,,,,,,,,,,,11,1,AZ
backfill,2026-03-21,NYM,WSH,,,,,,,,,,,,,,,,,,,,,,,,,1,3,WSH
backfill,2026-03-21,TOR,PIT,,,,,,,,,,,,,,,,,,,,,,,,,3,8,PIT
backfill,2026-03-21,MIN,TB,,,,,,,,,,,,,,,,,,,,,,,,,2,3,TB
backfill,2026-03-21,PHI,BAL,,,,,,,,,,,,,,,,,,,,,,,,,8,10,BAL
backfill,2026-03-21,ATL,BOS,,,,,,,,,,,,,,,,,,,,,,,,,6,1,ATL
backfill,2026-03-21,MIA,STL,,,,,,,,,,,,,,,,,,,,,,,,,4,7,STL
backfill,2026-03-21,NYY,DET,,,,,,,,,,,,,,,,,,,,,,,,,1,3,DET
backfill,2026-03-21,HOU,NYM,,,,,,,,,,,,,,,,,,,,,,,,,7,5,HOU
backfill,2026-03-21,ATH,LAD,,,,,,,,,,,,,,,,,,,,,,,,,5,5,LAD
backfill,2026-03-21,COL,KC,,,,,,,,,,,,,,,,,,,,,,,,,5,6,KC
backfill,2026-03-21,CLE,SF,,,,,,,,,,,,,,,,,,,,,,,,,7,10,SF
backfill,2026-03-21,TEX,AZ,,,,,,,,,,,,,,,,,,,,,,,,,2,5,AZ
backfill,2026-03-21,SD,MIL,,,,,,,,,,,,,,,,,,,,,,,,,1,6,MIL
backfill,2026-03-21,CWS,CIN,,,,,,,,,,,,,,,,,,,,,,,,,7,11,CIN
backfill,2026-03-21,CHC,SEA,,,,,,,,,,,,,,,,,,,,,,,,,7,1,CHC
backfill,2026-03-20,BOS,TB,,,,,,,,,,,,,,,,,,,,,,,,,0,2,TB
